cafe_id	occasion_tags	hangout_score	date_score	work_score	meeting_score	quick_service_score	privacy_score	aesthetic_score	ai_summary
node/11348664977	hangout	5	3	3	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11348664978	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11385548956	hangout,quick_coffee	6	3	4	4	6	3	4	pune pune; coffee_shop, tea, burger, sandwich, noodle; Mo-Su 09:00-00:00.
node/11422192220	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11443824204	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11513849678	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11519305281	hangout,date,meeting	6	8	5	6	4	7	8	PUNE Bajirao Shripati Marg Balewadi; coffee_shop, dessert; Mo-Fr 04:00-21:00.
node/11521308649	hangout,quick_coffee	6	3	4	4	6	3	4	Pune kate vasti PUNE; pizza, coffee_shop, burger, italian, sandwich, chicken; Mo-Su 10:00-22:00.
node/11546228263	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11553112865	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/11553112866	quick_coffee	5	3	4	4	6	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11575588867	hangout,quick_coffee	6	3	3	4	8	3	3	Pimpri Chinchwad Pimple Gurav PUNE; pizza, coffee_shop, burger, sandwich; Mo-Su 09:00-21:00.
node/11576645324	hangout,quick_coffee	7	3	4	4	6	3	5	Pune Western Hills Rd Baner; pizza, burger, sandwich, chicken, coffee_shop, mexican, ice_cream, pasta, breakfast, fries, brunch; Mo-Su 10:00-23:00.
node/11581224950	meeting	5	5	5	6	5	4	5	Pune Rambaug Colony Road Pune; cake, dessert, donut; Mo-Su 09:00-21:00.
node/11581229791	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11581229793	hangout	6	4	5	5	4	4	5	milkshake, ice_cream.
node/11680933086	hangout,quick_coffee	7	3	4	4	6	3	5	italian, burger, regional, international.
node/11681074026	hangout	5	4	4	4	4	3	5	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11700041807	hangout,quick_coffee	6	3	3	4	8	3	3	Pune Shri Chatrapati Shivaji Maharaj Road Pune; burger, sandwich, rolls, donut.
node/11715800433	hangout,quick_coffee	6	3	4	4	6	3	4	pune kirti nagar pune; italian, pizza, sandwich; Mo-Su 11:00-21:00.
node/11726905574	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11762648065	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/11809401192	hangout	5	3	5	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11913222306	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12101659688	hangout,quick_coffee	7	3	4	4	6	3	8	Aundh  Pune Ramchandra Gayakwad Path Pune; pizza, coffee_shop, burger, italian, sandwich, pasta; Mo-Su 09:00-23:00.
node/12127600502	hangout	5	4	4	4	5	3	5	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12176140939	quick_coffee	5	3	4	4	6	3	4	coffee_shop; Mo-Su 08:00-23:00. Limited source detail suggests a generic everyday cafe.
node/12206652865	quick_coffee	5	3	3	4	8	3	3	Pune chaturshrungi police station Pune; tea.
node/12301626152	quick_coffee	5	3	4	4	6	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12372950601	quick_coffee	5	3	3	4	6	3	3	EON IT free Zone; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12378582777	hangout,quick_coffee	6	4	5	5	6	4	4	pune ganga legend Pune; chicken, burger, pizza, italian; Mo-Fr 09:00-18:00.
node/12383884204	hangout	5	3	4	4	4	3	4	Pune Viman Nagar Road; coffee_shop; Mo-Su 09:00-21:00. Limited source detail suggests a generic everyday cafe.
node/12383891002	hangout	5	3	4	4	4	3	4	Pune Pratapkumar Path; coffee_shop; Mo-Su 09:00-21:00. Limited source detail suggests a generic everyday cafe.
node/12383891003	hangout,quick_coffee	6	3	4	4	6	3	5	Pune haveli maharashtara; pizza, coffee_shop, burger, sandwich, mexican, sushi, ice_cream, bubble_tea, donut; Mo-Su 10:00-22:00.
node/12422145784	hangout	5	4	3	4	5	3	5	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12473454970	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12473454971	hangout	5	3	3	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12483985301	hangout	5	3	4	4	4	3	4	Baner-Pashan Link Road; coffee_shop; Mo-Su 11:00-22:30. Limited source detail suggests a generic everyday cafe.
node/12484059101	hangout,meeting	7	4	5	7	5	4	4	Pune Baner-Pashan Link Road Pashan; pizza, coffee_shop, chinese; Mo-Su 12:00-23:00.
node/12484073402	quick_coffee	5	3	4	4	6	3	4	coffee_shop; Mo-Su 09:00-23:30. Limited source detail suggests a generic everyday cafe.
node/12484078801	quick_coffee	5	3	3	4	6	3	3	coffee_shop; Mo-Su 08:00-23:00. Limited source detail suggests a generic everyday cafe.
node/12484078802	quick_coffee	5	3	3	4	6	3	3	coffee_shop; Mo-Su 09:00-23:00. Limited source detail suggests a generic everyday cafe.
node/12484083401	hangout,meeting	6	4	5	6	5	4	4	pune Sus Road pune; pizza, burger; Mo-Su 09:00-21:00.
node/12484089402	quick_coffee	5	3	3	4	6	3	4	coffee_shop; Mo-Su 08:00-23:00. Limited source detail suggests a generic everyday cafe.
node/12484094602	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12590123952	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12594552291	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12609976601	hangout	5	3	4	4	4	3	4	Divine Suite; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12647555595	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12669955615	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12770261255	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12794484463	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12801991326	hangout	7	4	5	5	4	4	5	coffee_shop, burger.
node/12828854369	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/12843844311	hangout	6	4	5	5	5	4	5	coffee_shop, burger.
node/12863141189	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12863148747	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/12942413821	quick_coffee	5	3	4	4	6	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/13028616259	meeting	5	4	5	6	5	4	4	Pune Pune District; irani, coffee_shop.
node/13057952488	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/13064968272	hangout	5	3	4	4	4	3	4	Pune Aundh Pune; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/13128764752	quick_coffee	5	3	3	4	6	3	4	Pune Undri Road Pune; coffee_shop; Mo-Su 17:00-23:00. Limited source detail suggests a generic everyday cafe.
node/13131470128	quick_coffee	5	3	3	4	8	3	3	tea.
node/13140904993	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/13305747443	hangout,quick_coffee	6	3	4	4	6	3	6	Pune Paud Road; coffee_shop, sandwich; 24/7.
node/13373281383	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/13380898046	quick_coffee	5	3	3	4	8	3	3	Spine Road; indian, breakfast, coffee_shop.
node/13381102485	hangout,quick_coffee	6	3	3	4	8	3	3	pune Vaishnao Mata Marg haveli; pizza, italian, asian.
node/13478636318	hangout,quick_coffee	6	3	4	4	6	3	4	Bavdhan  Pune Swami  NDA Pashan Rd Pune; pizza, coffee_shop, burger, indian, breakfast, tea, juice, brunch, fries, sandwich, chicken; Mo-Su 07:00-22:00.
node/13506370565	hangout,meeting	6	4	5	7	5	4	4	Bavdhan  Pune DSK Ranwara road Pune; coffee_shop, pizza, italian; Mo-Su 10:00am-11:00pm.
node/13506380193	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/13506380194	hangout,meeting	6	4	5	6	5	4	4	Bavdhan  Pune DSK Ranwara road Pune; burger, bavdhan.
node/13506419224	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
